No.,Despacho ,"Status
IMPI",Año de Registro,Proyecto,Tipo de registro de propiedad intelectual,Registro IMPI,Nombre,Estatus,Patente Otorgada,Razón Social,E Number,P Number
152,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013476,AJUSTE INTERIOR AUTOMÁTICO DE VEHÍCULO SEGÚN LA FISIOLOGÍA DEL CONDUCTOR,Activa,,S. de R.L. de C.V.,2018E09444  MX,2020P04257  MX
153,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013477,SEÑALIZACIÓN DE ALERTA INTERIOR PARA OBJETOS QUE SE APROXIMAN,Activa,,S. de R.L. de C.V.,2018E09611  MX,2020P04260  MX
154,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013478,SISTEMA INTELIGENTE PARA RECONOCIMIENTO DE COMPORTAMIENTO DE MANEJO INUSUAL,Activa,,S. de R.L. de C.V.,2018E09497  MX,2020P04259  MX
155,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013479,TRADUCTOR UNIVERSAL DE ACOPLAMIENTO DE TRACTOR,Activa,,S. de R.L. de C.V.,2019E06881  MX,2020P04991  MX
156,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013480,VEHÍCULO SEMIAUTÓNOMO DE EMERGENCIA,Activa,,S. de R.L. de C.V.,2019E00127  MX,2020P04267  MX
157,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013488,FUNCIÓN Y CONFIGURACIÓN DE EMERGENCIA PARA VEHÍCULOS CIVILES AUTÓNOMOS,Activa,,S. de R.L. de C.V.,2019E08747  MX,2020P04993  MX
158,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013496,OPTIMIZACIÓN DE TRAYECTORIA PARA EVITAR EMBOTELLAMIENTOS,Activa,,S. de R.L. de C.V.,2018E09765  MX,2020P04261  MX
159,"Olivares y Compañía, S.C.",ABANDONADA,2020,2020,Patente,MX/a/2020/013500,SISTEMA DE ESTACIONAMIENTO SEGURO PARA LA PREVENCIÓN DE ROBOS DE VEHÍCULOS,Activa,,S. de R.L. de C.V.,2018E09950  MX,2020P04263  MX
160,"Olivares y Compañía, S.C.",OTORGADA,2021,2020,Patente,MX/a/2021/000592,DISIPACIÓN DE CALOR INTERIOR,Activa,,S. de R.L. de C.V.,2018E10023  MX,2020P04266  MX
161,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/000593,REDUCCIÓN DE RUIDO DE PARTÍCULAS PARA SENSOR HFL,Activa,,S. de R.L. de C.V.,2018E09888  MX,2020P04262  MX
162,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/000594,PANTALLA UNIVERSAL PARA IMPLEMENTOS DE TRACTOR,Activa,,S. de R.L. de C.V.,2019E08748  MX,2020P04994  MX
163,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/000618,ENVÍO DE DESGASTE DE PARTES DE TRACTOR,Activa,,S. de R.L. de C.V.,2019E06988  MX,2020P04992  MX
164,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/000619,FUNCIÓN DE REBASE DE SEGURIDAD ,Activa,,S. de R.L. de C.V.,2019E01103  MX,2020P04990  MX
165,"Olivares y Compañía, S.C.",PENDIENTE,2021,2020,Patente,MX/a/2021/000967,SISTEMA PREVENTIVO DE PUERTAS PARA EVITAR ACCIDENTES EN LOS DEDOS DE LAS MANOS ,Activa,,S. de R.L. de C.V.,2019E01039  MX,2020P04989  MX
166,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/000968,COMPLEMENTO DE MAPAS DE NAVEGACIÓN PARA VEHÍCULOS,Activa,,S. de R.L. de C.V.,2019E00126  MX,2020P04270  MX
167,"Olivares y Compañía, S.C.",OTORGADA,2021,2020,Patente,MX/a/2021/000970,SISTEMAS DE SECUENCIA DE APARCAMIENTO CORRECTO,Activa,,S. de R.L. de C.V.,2020E00642  MX,2020P04995  MX
168,"Olivares y Compañía, S.C.",PENDIENTE,2021,2020,Patente,MX/a/2021/001325,SISTEMA DE RECONOCIMIENTO FACIAL Y DE CÓDIGO PARA MOTOCICLISTAS,Activa,,S. de R.L. de C.V.,2019E00130  MX,2020P04984  MX
169,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/001327 ,SISTEMA PARA AJUSTE DE TEMPERATURA DE ASIENTO PARA BEBÉ ,Activa,,S. de R.L. de C.V.,2019E00131  MX,2020P04985  MX
170,"Olivares y Compañía, S.C.",ABANDONADA,2021,2020,Patente,MX/a/2021/001329 ,SISTEMA PARA RECUPERAR OBJETOS PERDIDOS BAJO LOS ASIENTOS,Activa,,S. de R.L. de C.V.,2019E00723  MX,2020P04988  MX
171,"Olivares y Compañía, S.C.",OTORGADA,2021,2020,Patente,MX/a/2021/001330,SISTEMA DE LA ALARMA DE DISTANCIA MÍNIMA A ALTA VELOCIDAD,Activa,MX 418947,S. de R.L. de C.V.,2019E00251  MX,2020P04987  MX
172,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015204,MÁQUINA DE ESTUDIO DE CAMBIO DE COLOR,Activa,,S. de R.L. de C.V.,2018E08234  MX,2021P05208  MX
173,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015206,SISTEMA DE ENGANCHE PORTÁTIL E INTERCAMBIABLE,Activa,,S. de R.L. de C.V.,2018E09886  MX,2021P05262  MX
174,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015209,AJUSTE DINÁMICO DE LOS PARÁMETROS DEL AUTOMÓVIL A TRAVÉS DE LA ACÚSTICA PREDICTIVA DE IA DETECCIÓN AMBIENTAL,Activa,,S. de R.L. de C.V.,2018E08704  MX,2021P05249  MX
175,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015257,DETECCIÓN DE BURBUJAS DE AIRE EN LÍQUIDO DE FRENOS HIDRÁULICOS.,Activa,,S. de R.L. de C.V.,2018E08781  MX,2021P05266  MX
176,"Olivares y Compañía, S.C.",PENDIENTE,2021,2021,Patente,MX/a/2021/015260,MÉTODO DE DISEÑO DE INSPECCIÓN DE HARDWARE DE ROBUSTEZ.,Activa,,S. de R.L. de C.V.,2018E08891  MX,2019P06722  MX
177,"Olivares y Compañía, S.C.",PENDIENTE,2021,2021,Patente,MX/a/2021/015261,DOCTOR A BORDO,Activa,,S. de R.L. de C.V.,2018E09060  MX,2021P05246  MX
178,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015280,MOSTRAR INFORMACIÓN A OTROS CONDUCTORES A TRAVÉS DE UNA PANTALLA DE VISUALIZACIÓN FRONTAL,Activa,,S. de R.L. de C.V.,2018E09607  MX,2021P05251  MX
179,"Olivares y Compañía, S.C.",PENDIENTE,2021,2021,Patente,MX/a/2021/015281,ASISTENCIA DE REALIDAD AUMENTADA PARA SISTEMA GLOBAL DE POSICIONAMIENTO PARA AUTOMÓVIL,Activa,,S. de R.L. de C.V.,2019E03847  MX,2021P05256  MX
180,"Olivares y Compañía, S.C.",PENDIENTE,2021,2021,Patente,MX/a/2021/015282,SISTEMA AUTOMÁTICO DE REPARACIÓN DE CARROCERÍAS.,Activa,,S. de R.L. de C.V.,2020E04782  MX,2021P05259  MX
181,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015396,SEÑALES DE TRÁFICO REFLEJADAS,Activa,,S. de R.L. de C.V.,2018E08540  MX,2021P05242  MX
182,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015398,ACTIVACIÓN AUTOMATIZADA DE CONTROL DE VELOCIDAD BASADA EN NIVELES DE INATENCIÓN,Activa,,S. de R.L. de C.V.,2018E08846  MX,2021P05248  MX
183,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015430,INDICADOR DE NIVEL DE BATERÍA ELECTRÓNICO PREDICTIVO,Activa,,S. de R.L. de C.V.,2018E09528  MX,2021P05244  MX
184,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015431,DISPOSITIVO AUTOMOVILÍSTICO TRES EN UNO,Activa,,S. de R.L. de C.V.,2018E09817  MX,2021P05252  MX
185,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015434,INDICADOR DE VELOCIDAD DE TRÁFICO CRUZADO FRONTAL,Activa,,S. de R.L. de C.V.,2018E09883  MX,2021P05253  MX
186,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015435,SISTEMA HUD COMPLETAMENTE SIMPLIFICADO Y COMPACTO,Activa,,S. de R.L. de C.V.,2019E01870  MX,2021P05264  MX
187,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015436,COPILOTO VIRTUAL,Activa,,S. de R.L. de C.V.,2019E06193  MX,2021P05257  MX
188,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/015437,MONITOREO DE SALUD EN EL AUTOMÓVIL,Activa,,S. de R.L. de C.V.,2018E09068  MX,2021P06844  MX
189,"Olivares y Compañía, S.C.",ABANDONADA,2021,2021,Patente,MX/a/2021/016132,SISTEMA DE SEGUIMIENTO ENTRE VEHÍCULOS,Activa,,S. de R.L. de C.V.,2019E00183  MX,2021P05254  MX
190,"Olivares y Compañía, S.C.",ABANDONADA,2022,2021,Patente,MX/a/2022/000757,ASISTENCIA SEMIAUTÓNOMA EN CONGESTIONAMIENTOS DE TRÁFICO,Activa,,S. de R.L. de C.V.,2019E01449  MX,2021P05255  MX
191,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001366,SISTEMA DE DETECCIÓN DE MOTOCICLETA,Activa,,S. de R.L. de C.V.,2018E08573  MX,2021P05250  MX
192,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001367,SISTEMA DETECTOR DE NIVEL DE OXÍGENO DENTRO DE VEHÍCULOS,Activa,,S. de R.L. de C.V.,2018E09005  MX,2021P05247  MX
193,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001368,SISTEMA DE AJUSTE DE REPOSACABEZAS AUTOMATIZADO,Activa,,S. de R.L. de C.V.,2018E09276  MX,2021P05245  MX
194,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001370,SISTEMA DE DETECCIÓN DE TELÉFONO CELULAR,Activa,,S. de R.L. de C.V.,2018E09885  MX,2021P05261  MX
195,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001371,SISTEMA DE DETECCIÓN DE BANDA DE RODADURA DE NEUMÁTICOS,Activa,,S. de R.L. de C.V.,2018E10027  MX,2021P05263  MX
196,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001372,SISTEMA DE TRANSFERENCIA DE DATOS CON SENSORES LIDAR,Activa,,S. de R.L. de C.V.,2018E09574  MX,2021P05260  MX
197,"Olivares y Compañía, S.C.",PENDIENTE,2022,2021,Patente,MX/a/2022/001373,SISTEMA AUTOMÁTICO DE ACTIVACIÓN DE LUCES DIRECCIONALES CON BASE EN GESTOS DE UN CONDUCTOR,Activa,,S. de R.L. de C.V.,2018E08847  MX,2022P00028  MX
198,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016400,SENSOR DE TEMPERATURA DE ASIENTO TRASERO ,Activa,,S. de R.L. de C.V.,2018E09955 MX,2022P05957  MX
199,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016401,INDICADOR DE SELECCIÓN DE DISPOSITIVO DE ENTRADA PARA CONDUCTOR  ,Activa,,S. de R.L. de C.V.,2021E05376  MX,2022P05967  MX
200,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016417,"UTILIZACIÓN DEL EFECTO VORTEX PARA GENERACIÓN 
DE ENERGÍA EN VEHÍCULOS",Activa,,S. de R.L. de C.V.,2021E03414  MX,2022P05964  MX
201,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016420,ASIENTO DE COMPENSACIÓN Y EQUILIBRIO ADAPTATIVO,Activa,,S. de R.L. de C.V.,2020E03550  MX,2022P05962  MX
202,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016424,SISTEMA INTELIGENTE DE MONITOREO DE USUARIOS ,Activa,,S. de R.L. de C.V.,2020E03286  MX,2022P05960  MX
203,"Olivares y Compañía, S.C.",ABANDONADA,2022,2022,Patente,MX/a/2022/016429,"PERFIL DE JUEGO MULTIJUGADOR VÍA BLUETOOTH DE BAJO 
CONSUMO DE ENERGÍA ",Activa,,S. de R.L. de C.V.,2019E01581  MX,2022P05958  MX
204,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016486,"SISTEMA DE ASIENTO DE VEHÍCULO CON SENSORES DE FIBRA OPTICA 
DISTRIBUIDOS ",Activa,,S. de R.L. de C.V.,2019E07668  MX,2022P05959  MX
205,"Olivares y Compañía, S.C.",ABANDONADA,2022,2022,Patente,MX/a/2022/016488,CARRITO DE COMPRAS AUTONOMO INTEGRADO EN VEHÍCULOS ,Activa,,S. de R.L. de C.V.,2020E03408  MX,2022P05961  MX
206,"Olivares y Compañía, S.C.",OTORGADA,2022,2022,Patente,MX/a/2022/016489,"ALGORITMO CRIPTOGRÁFICO PARA EMULAR OPERACIONES DE CIFRADO 
SIN CONOCIMIENTO DEL VALOR DE LA LLAVE Y/O DE LA 
IMPLEMENTACIÓN INTERNA ",Activa,,S. de R.L. de C.V.,2021E01341  MX,2022P05963  MX
207,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016490,"ENTORNO DE ESTADO DE ÁNIMO VERSÁTIL PARA 
VEHÍCULOS AUTÓNOMOS ",Activa,,S. de R.L. de C.V.,2021E05215  MX,2022P05965  MX
208,"Olivares y Compañía, S.C.",PENDIENTE,2022,2022,Patente,MX/a/2022/016540,SISTEMA DE PROTECCIÓN DE PUERTAS CONTRA GOLPES DE VEHÍCULOS ADYACENTES  ,Activa,,S. de R.L. de C.V.,2021E07150  MX,2022P05966  MX
209,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001710,ALERTA DE INUNDACIONES PARA AUTOMÓVILES,Activa,,S. de R.L. de C.V.,2021E07567  MX,2022P05968  MX
210,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001711,AIRE ACONDICIONADO PERSONALIZADO,Activa,,S. de R.L. de C.V.,2021E08003  MX,2022P05970  MX
211,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001712,CARGADOR PUNTO A PUNTO DE VEHÍCULOS ELÉCTRICOS,Activa,,S. de R.L. de C.V.,2021E08004  MX,2022P05971 MX
212,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001713,"ESPEJOS RETROVISORES, RETROVISORES Y RETROVISORES POLARIZADOS ADAPTATIVOS ANTI-LUZ DE CARRETERA",Activa,,S. de R.L. de C.V.,2021E08005  MX,2022P05972 MX
213,"Olivares y Compañía, S.C.",PENDIENTE,2023,2022,Patente,MX/a/2023/001760,SISTEMA Y MÉTODO PARA LA CONDUCCIÓN SEGURA BASADO EN EL CONTENIDO DE ALCOHOL EN SANGRE DE LOS CONDUCTORES,Activa,,S. de R.L. de C.V.,2021E07684  MX,2022P05969  MX
214,"Olivares y Compañía, S.C.",PENDIENTE,2023,2022,Patente,MX/a/2023/001773,SISTEMA Y MÉTODO PARA MEJORAR LAS EXPLICACIONES DE MAPAS DE PROMINENCIA MEDIANTE EL USO DE FUNCIONES INTEGRADAS DE APRENDIZAJE,Activa,,S. de R.L. de C.V.,2021E05918  MX,2022P05973 MX
215,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001787,SISTEMA ANTICOLISIÓN BASADO EN SEÑAL DE ADVERTENCIA TRANSMITIDA,Activa,,S. de R.L. de C.V.,2021E08002  MX,2022P05975 MX
216,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001841,SISTEMA DE ASISTENCIA VISUAL PARA DELIMITAR LÍMITES DE TRÁNSITO,Activa,,S. de R.L. de C.V.,2022E00382  MX,2022P05974 MX
217,"Olivares y Compañía, S.C.",PENDIENTE,2023,2022,Patente,MX/a/2023/001842,SISTEMA DE ALERTA Y MEDICIÓN DE DISTANCIA SEGURA EN CONDICIONES DE BAJA VISIBILIDAD,Activa,,S. de R.L. de C.V.,2022E00383  MX,2022P05976 MX
218,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/001843,SISTEMA DE ASISTENCIA DE NAVEGACIÓN VISUAL PARA MEJORAR LA EXPERIENCIA DE CONDUCCIÓN,Activa,,S. de R.L. de C.V.,2022E00820  MX,2022P05977 MX
219,"Olivares y Compañía, S.C.",ABANDONADA,2023,2022,Patente,MX/a/2023/002495,SISTEMA IONIZADOR DE AIRE PARA PORTAEQUIPAJE DE VEHÍCULO,Activa,,S. de R.L. de C.V.,2020E04779  MX,2023P00914  MX
220,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015053,ARRANQUE SEGURO ANTI-NIÑOS PARA VEHÍCULOS,Activa,,S. de R.L. de C.V.,2022E00372MX,2023P06532 MX 
221,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015054,ESTABILIZADOR DE CAMILLA DE AMBULANCIA,Activa,,S. de R.L. de C.V.,2017E09363MX,2023P06558 MX
222,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015055,SISTEMA DE CARGA ENTRE VEHÍCULOS ELÉCTRICOS,Activa,,S. de R.L. de C.V.,2018E09576MX,2023P06560 MX
223,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015056,SISTEMA DE CONTROL DE PARABRISAS FOTOSENSIBLE,Activa,,S. de R.L. de C.V.,2020E06053MX,2023P06561 MX
224,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015058,MONITOREO DE ESPEJO DE VEHÍCULO CON TECNOLOGÍA DE FIBRA ÓPTICA,Activa,,S. de R.L. de C.V.,2021E07473MX,2023P06515 MX
225,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015059,LLAVE DE VEHÍCULO DESCONECTABLE Y CONECTABLE,Activa,,S. de R.L. de C.V.,2022E03066MX,2023P06527 MX
226,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015060,SISTEMA DE DIAGNÓSTICO DE FALLA DE TREN MOTRIZ,Activa,,S. de R.L. de C.V.,2018E09456MX,2023P06526 MX
227,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015061,ALERTA DE AVANCE DE TRÁFICO,Activa,,S. de R.L. de C.V.,2018E08233MX,2023P06568 MX
228,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015062,SISTEMA DE AIRE ACONDICIONADO DE VEHÍCULOS ADAPTATIVO SEGÚN EL DESTINO,Activa,,S. de R.L. de C.V.,2018E09760MX,2023P06569 MX
229,"Olivares y Compañía, S.C.",PENDIENTE,2023,2023,Patente,MX/a/2023/015063,SISTEMA ANTIRROBO PARA VEHÍCULOS PROGRAMABLE POR EL USUARIO FINAL,Activa,,S. de R.L. de C.V.,2020E05372MX,2023P06565 MX
230,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003835,SISTEMA DE CALIBRACIÓN PARA AMPLIFICADOR DE POTENCIA DE AUDIO EN VEHÍCULOS,Activa,,S. de R.L. de C.V.,2018E07390MX ,2024P00573 MX
231,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003836,SISTEMA DE INTERCONEXIÓN MEDIANTE ETIQUETAS RFID EN NEUMATICOS,Activa,,S. de R.L. de C.V.,2020E06117MX,2023P06570 MX
232,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003837,SISTEMA DE CONTROL DE IMPACTO DE UN OCUPANTE EN CASO DE ACCIDENTE,Activa,,S. de R.L. de C.V.,2019E00252MX,2023P06566 MX
233,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003838,INDICADOR DE GARANTÍA DE PIEZAS DE VEHÍCULOS,Activa,,S. de R.L. de C.V.,2019E01220MX,2023P06563 MX
234,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003839,SISTEMA Y MÉTODO DE ALERTA DE SEGURIDAD RELATIVO A COMPORTAMIENTO DE CONDUCCIÓN PELIGROSO,Activa,,S. de R.L. de C.V.,2021E06417MX,2023P06562 MX
235,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003843,SISTEMA PARA LA INSPECCIÓN DE CALIDAD DE LOS NEUMÁTICOS BASADO EN UN MODELO DE INTELIGENCIA ARTIFICIAL,Activa,,S. de R.L. de C.V.,2022E07293MX,2023P06530 MX
236,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003844,CONVERTIDOR RESONANTE BIDIRECCIONAL PARA CARGA DE BATERIAS EN VEHÍCULOS,Activa,,S. de R.L. de C.V.,2018E06917MX,2023P06525 MX
237,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/003845,SISTEMA Y MÉTODO DE EMULACIÓN DE ALMACENAMIENTO SEGURO,Activa,,S. de R.L. de C.V.,2021E02595MX,2023P06514 MX
238,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/007399,SISTEMA DE ALARMA DE IMPERFECCIONES EN LA CARRETERA PARA VEHICULO,Activa,,S. de R.L. de C.V.,2020E03010MX,2024P02982 MX
239,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/007400,SISTEMA DE FRENOS ACTIVADO POR SISTEMA DE SEGURIDAD REMOTO,Activa,,S. de R.L. de C.V.,2019E07758MX,2024P02912  MX
240,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/007401,SISTEMA DE CONTROL EN MOTOS PARA EVITAR CAÍDAS HACIA ATRÁS,Activa,,S. de R.L. de C.V.,2018E05874MX,2024P02911 MX
241,"Olivares y Compañía, S.C.",PENDIENTE,2024,2023,Patente,MX/a/2024/007402,MÉTODO DE AUTOCALIBRACIÓN DE RADAR EN INTERSECCIÓN INTELIGENTE,Activa,,S. de R.L. de C.V.,2020E00348MX,2024P02909 MX
242,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014670,SISTEMA DE BLOQUEO DE CERRADURA DE COMPARTIMENTO DE VEHÍCULO,Activa,,S. de R.L. de C.V.,2023E08121  MX,2024P04460 MX
243,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014671,SISTEMA Y MÉTODO DE INTERSECCIÓN INTELIGENTE PARA EL DISEÑO O PLANEACIÓN URBANA,Activa,,S. de R.L. de C.V.,2022E06316  MX,2024P04454 MX
244,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014672,SISTEMA Y MÉTODO DE INTERSECCIÓN INTELIGENTE PARA LA GENERACIÓN DE UN ENTORNO DE REALIDAD VIRTUAL,Activa,,S. de R.L. de C.V.,2022E06315  MX,2024P04453 MX
245,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014673,RED DE ÁREA DE CONTROLADOR (CAN) DE ALTA VELOCIDAD PARA VEHÍCULOS UTILIZANDO TECNOLOGIA DE COMUNICACIÓN POR LUZ (LiFi),Activa,,S. de R.L. de C.V.,2022E03463  MX,2024P04461 MX
246,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014674,SISTEMA DE VISUALIZACIÓN CABEZA ARRIBA EMPLEANDO EL PRINCIPIO DEL TELESCOPIO CASSEGRAIN,Activa,,S. de R.L. de C.V.,2019E01868  MX,2024P04459 MX
247,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014675,SISTEMA DE ASIENTO AJUSTABLE ANTIRROBO PARA VEHÍCULOS,Activa,,S. de R.L. de C.V.,2017E08358  MX,2024P04457 MX
248,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014676,SISTEMA Y MÉTODO DE ROTURA DE CRISTALES DE UN VEHÍCULO EN CASO DE INUNDACIÓN,Activa,,S. de R.L. de C.V.,2017E06823  MX,2024P04455 MX
249,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014677,SISTEMA DE MONITOREO DE APRIETE DE RUEDAS EN VEHÍCULOS,Activa,,S. de R.L. de C.V.,2017E06047  MX,2024P04462 MX
250,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014678,SISTEMA Y MÉTODO DE DETECCIÓN DE DEFECTOS EN UN NEUMÁTICO,Activa,,S. de R.L. de C.V.,2017E05666  MX,2024P04452 MX
251,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014679,SISTEMA Y MÉTODO DE RECLINACIÓN DE ASIENTO EN CASO DE EMERGENCIA,Activa,,S. de R.L. de C.V.,2016E07356  MX,2024P04456 MX
252,"Olivares y Compañía, S.C.",PENDIENTE,2024,2024,Patente,MX/a/2024/014680,SISTEMA Y MÉTODO ANTI-AZOTE DE UNA PUERTA DE VEHÍCULO,Activa,,S. de R.L. de C.V.,2016E07135  MX,2024P04458 MX
253,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003136 ,SISTEMA Y MÉTODO DE DETECCIÓN DE BACHES,Activa,,S. de R.L. de C.V.,2016E00386  MX,2024P04498 MX
254,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003137,SISTEMA DE MONITOREO DISTRIBUIDO DE FLOTILLAS DE VEHÍCULOS EN TIEMPO REAL,Activa,,S. de R.L. de C.V.,2018E06649  MX,2024P04499 MX
255,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003138,SISTEMA Y MÉTODO PARA DESHABILITAR UN VEHÍCULO ROBADO,Activa,,S. de R.L. de C.V.,2018E07947  MX,2024P04500 MX
256,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003139,SISTEMA DE PROYECCIÓN PARA EVITAR PUNTOS CIEGOS EN EL PILAR A DE UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2017E09754  MX,2024P04502 MX
257,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003140,SISTEMA Y MÉTODO DE APRENDIZAJE Y ADAPTACIÓN DE SUSPENSIÓN DE UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2018E07000  MX,2024P04503 MX
258,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003141,SISTEMA DE ELEVACIÓN INTEGRAL PARA UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2019E01357  MX,2024P04504 MX
